year,richter,region,deaths,lon,lat
2,6,Philippines,516630.0,121.03,14.4
3,6,Philippines,331850.0,121.03,14.4
4,6,Philippines,298740.0,121.03,14.4
5,6,Philippines,346180.0,121.03,14.4
6,6,Philippines,488560.0,121.03,14.4
7,6,Philippines,982450.0,121.03,14.4
8,7,Philippines,1000110.0,121.03,14.4
9,6,Philippines,844120.0,121.03,14.4
10,6,Philippines,820840.0,121.03,14.4
11,6,Philippines,642510.0,121.03,14.4
12,6,Philippines,633590.0,121.03,14.4
1,7,Poland,7158320.0,21.0,52.13
2,7,Poland,3786870.0,21.0,52.13
3,7,Poland,2379850.0,21.0,52.13
4,6,Poland,994220.0,21.0,52.13
5,6,Poland,934390.0,21.0,52.13
6,6,Poland,812410.0,21.0,52.13
7,6,Poland,992140.0,21.0,52.13
8,7,Poland,1351560.0,21.0,52.13
9,7,Poland,1675860.0,21.0,52.13
10,6,Poland,949470.0,21.0,52.13
11,6,Poland,756230.0,21.0,52.13
12,6,Poland,811320.0,21.0,52.13
1,8,Portugal,10754570.0,-9.1,38.42
2,7,Portugal,3719200.0,-9.1,38.42
3,7,Portugal,3392370.0,-9.1,38.42
4,7,Portugal,2997210.0,-9.1,38.42
5,7,Portugal,6525700.0,-9.1,38.42
6,7,Portugal,3984090.0,-9.1,38.42
7,7,Portugal,2699590.0,-9.1,38.42
8,7,Portugal,1925550.0,-9.1,38.42
9,7,Portugal,1593590.0,-9.1,38.42
10,7,Portugal,1294640.0,-9.1,38.42
11,7,Portugal,1396220.0,-9.1,38.42
12,7,Portugal,1361390.0,-9.1,38.42
1,0,Puerto Rico,0.0,-66.07,18.28
2,0,Puerto Rico,0.0,-66.07,18.28
3,0,Puerto Rico,0.0,-66.07,18.28
4,0,Puerto Rico,0.0,-66.07,18.28
5,0,Puerto Rico,0.0,-66.07,18.28
6,0,Puerto Rico,0.0,-66.07,18.28
7,0,Puerto Rico,0.0,-66.07,18.28
8,0,Puerto Rico,0.0,-66.07,18.28
9,0,Puerto Rico,0.0,-66.07,18.28
10,0,Puerto Rico,0.0,-66.07,18.28
11,0,Puerto Rico,0.0,-66.07,18.28
12,0,Puerto Rico,0.0,-66.07,18.28
1,6,Qatar,622050.0,51.35,25.15
2,6,Qatar,134940.0,51.35,25.15
3,5,Qatar,87120.0,51.35,25.15
4,5,Qatar,89190.0,51.35,25.15
5,6,Qatar,107280.0,51.35,25.15
6,6,Qatar,183380.0,51.35,25.15
7,6,Qatar,273020.0,51.35,25.15
8,6,Qatar,197930.0,51.35,25.15
9,6,Qatar,230770.0,51.35,25.15
10,6,Qatar,180700.0,51.35,25.15
11,6,Qatar,143510.0,51.35,25.15
12,6,Qatar,139110.0,51.35,25.15
1,7,Romania,4134920.0,26.1,44.27
2,7,Romania,2446260.0,26.1,44.27
3,7,Romania,1185570.0,26.1,44.27
4,6,Romania,799680.0,26.1,44.27
5,6,Romania,628620.0,26.1,44.27
6,6,Romania,458280.0,26.1,44.27
7,7,Romania,1526250.0,26.1,44.27
8,7,Romania,1280840.0,26.1,44.27
9,6,Romania,776620.0,26.1,44.27
10,6,Romania,554340.0,26.1,44.27
11,6,Romania,654980.0,26.1,44.27
12,6,Romania,549530.0,26.1,44.27
1,8,Russia,15273090.0,37.35,55.45
2,8,Russia,28223840.0,37.35,55.45
3,7,Russia,9364780.0,37.35,55.45
4,7,Russia,5570600.0,37.35,55.45
5,7,Russia,4809680.0,37.35,55.45
6,7,Russia,4423510.0,37.35,55.45
7,7,Russia,5179910.0,37.35,55.45
8,8,Russia,10662250.0,37.35,55.45
9,8,Russia,12443890.0,37.35,55.45
10,7,Russia,5694030.0,37.35,55.45
11,7,Russia,4910060.0,37.35,55.45
12,7,Russia,5145460.0,37.35,55.45
1,5,Rwanda,67320.0,30.04,-1.59
2,5,Rwanda,13710.0,30.04,-1.59
3,5,Rwanda,13230.0,30.04,-1.59
4,5,Rwanda,16500.0,30.04,-1.59
5,5,Rwanda,13930.0,30.04,-1.59
6,5,Rwanda,20680.0,30.04,-1.59
7,5,Rwanda,17030.0,30.04,-1.59
8,5,Rwanda,12400.0,30.04,-1.59
9,4,Rwanda,8290.0,30.04,-1.59
10,4,Rwanda,9200.0,30.04,-1.59
11,4,Rwanda,9340.0,30.04,-1.59
12,4,Rwanda,9970.0,30.04,-1.59
1,5,Saint Kitts and Nevis,10670.0,-62.43,17.17
2,4,Saint Kitts and Nevis,2590.0,-62.43,17.17
3,4,Saint Kitts and Nevis,1120.0,-62.43,17.17
4,4,Saint Kitts and Nevis,1170.0,-62.43,17.17
5,4,Saint Kitts and Nevis,3380.0,-62.43,17.17
6,4,Saint Kitts and Nevis,4610.0,-62.43,17.17
7,4,Saint Kitts and Nevis,4090.0,-62.43,17.17
8,4,Saint Kitts and Nevis,2070.0,-62.43,17.17
9,4,Saint Kitts and Nevis,1400.0,-62.43,17.17
10,3,Saint Kitts and Nevis,910.0,-62.43,17.17
11,4,Saint Kitts and Nevis,1480.0,-62.43,17.17
12,4,Saint Kitts and Nevis,2140.0,-62.43,17.17
1,5,Saint Lucia,53250.0,-60.58,14.02
2,5,Saint Lucia,12770.0,-60.58,14.02
3,4,Saint Lucia,7380.0,-60.58,14.02
4,4,Saint Lucia,7690.0,-60.58,14.02
5,5,Saint Lucia,20460.0,-60.58,14.02
6,4,Saint Lucia,9510.0,-60.58,14.02
7,4,Saint Lucia,9550.0,-60.58,14.02
8,5,Saint Lucia,11170.0,-60.58,14.02
9,5,Saint Lucia,10120.0,-60.58,14.02
10,4,Saint Lucia,5340.0,-60.58,14.02
11,4,Saint Lucia,6710.0,-60.58,14.02
12,4,Saint Lucia,7760.0,-60.58,14.02
1,4,Saint Pierre and Miquelon,9460.0,-56.12,46.46
2,3,Saint Pierre and Miquelon,520.0,-56.12,46.46
3,4,Saint Pierre and Miquelon,6480.0,-56.12,46.46
4,4,Saint Pierre and Miquelon,2470.0,-56.12,46.46
5,3,Saint Pierre and Miquelon,600.0,-56.12,46.46
6,3,Saint Pierre and Miquelon,140.0,-56.12,46.46
7,4,Saint Pierre and Miquelon,3150.0,-56.12,46.46
8,4,Saint Pierre and Miquelon,2990.0,-56.12,46.46
9,4,Saint Pierre and Miquelon,2480.0,-56.12,46.46
10,3,Saint Pierre and Miquelon,550.0,-56.12,46.46
11,4,Saint Pierre and Miquelon,2640.0,-56.12,46.46
12,4,Saint Pierre and Miquelon,1010.0,-56.12,46.46
1,5,Saint Vincent and the Grenadines,29680.0,-61.1,13.1
2,4,Saint Vincent and the Grenadines,3200.0,-61.1,13.1
3,3,Saint Vincent and the Grenadines,800.0,-61.1,13.1
4,4,Saint Vincent and the Grenadines,1820.0,-61.1,13.1
5,4,Saint Vincent and the Grenadines,2540.0,-61.1,13.1
6,4,Saint Vincent and the Grenadines,4020.0,-61.1,13.1
7,4,Saint Vincent and the Grenadines,3570.0,-61.1,13.1
8,3,Saint Vincent and the Grenadines,520.0,-61.1,13.1
9,3,Saint Vincent and the Grenadines,370.0,-61.1,13.1
10,4,Saint Vincent and the Grenadines,1070.0,-61.1,13.1
11,4,Saint Vincent and the Grenadines,3420.0,-61.1,13.1
12,4,Saint Vincent and the Grenadines,1310.0,-61.1,13.1
1,4,Samoa,5020.0,-171.5,-13.5
2,4,Samoa,2200.0,-171.5,-13.5
3,5,Samoa,25800.0,-171.5,-13.5
4,5,Samoa,58220.0,-171.5,-13.5
5,5,Samoa,25830.0,-171.5,-13.5
6,4,Samoa,8810.0,-171.5,-13.5
7,4,Samoa,8760.0,-171.5,-13.5
8,4,Samoa,8830.0,-171.5,-13.5
9,4,Samoa,3050.0,-171.5,-13.5
10,4,Samoa,4030.0,-171.5,-13.5
11,4,Samoa,4640.0,-171.5,-13.5
12,4,Samoa,4600.0,-171.5,-13.5
1,5,San Marino,31050.0,12.3,43.55
2,4,San Marino,8340.0,12.3,43.55
3,5,San Marino,13420.0,12.3,43.55
4,5,San Marino,11720.0,12.3,43.55
5,4,San Marino,8960.0,12.3,43.55
6,5,San Marino,12110.0,12.3,43.55
7,5,San Marino,15590.0,12.3,43.55
8,4,San Marino,4270.0,12.3,43.55
9,5,San Marino,10260.0,12.3,43.55
10,5,San Marino,10850.0,12.3,43.55
11,4,San Marino,6950.0,12.3,43.55
12,5,San Marino,14540.0,12.3,43.55
1,4,Sao Tome and Principe,6890.0,6.39,0.1
2,3,Sao Tome and Principe,340.0,6.39,0.1
3,3,Sao Tome and Principe,460.0,6.39,0.1
4,4,Sao Tome and Principe,1040.0,6.39,0.1
5,3,Sao Tome and Principe,780.0,6.39,0.1
6,4,Sao Tome and Principe,1710.0,6.39,0.1
7,4,Sao Tome and Principe,2860.0,6.39,0.1
8,4,Sao Tome and Principe,3570.0,6.39,0.1
9,4,Sao Tome and Principe,2060.0,6.39,0.1
10,3,Sao Tome and Principe,570.0,6.39,0.1
11,4,Sao Tome and Principe,1420.0,6.39,0.1
12,4,Sao Tome and Principe,2150.0,6.39,0.1
1,7,Saudi Arabia,1011260.0,46.42,24.41
2,6,Saudi Arabia,265050.0,46.42,24.41
3,6,Saudi Arabia,102330.0,46.42,24.41
4,6,Saudi Arabia,104980.0,46.42,24.41
5,6,Saudi Arabia,187460.0,46.42,24.41
6,6,Saudi Arabia,265430.0,46.42,24.41
7,6,Saudi Arabia,188780.0,46.42,24.41
8,6,Saudi Arabia,108580.0,46.42,24.41
9,6,Saudi Arabia,112320.0,46.42,24.41
10,6,Saudi Arabia,145650.0,46.42,24.41
11,6,Saudi Arabia,109880.0,46.42,24.41
12,6,Saudi Arabia,105960.0,46.42,24.41
1,0,Scotland,0.0,-3.1883,559533.0
2,0,Scotland,0.0,-3.1883,559533.0
3,0,Scotland,0.0,-3.1883,559533.0
4,0,Scotland,0.0,-3.1883,559533.0
5,0,Scotland,0.0,-3.1883,559533.0
6,0,Scotland,0.0,-3.1883,559533.0
7,0,Scotland,0.0,-3.1883,559533.0
8,0,Scotland,0.0,-3.1883,559533.0
9,0,Scotland,0.0,-3.1883,559533.0
10,0,Scotland,0.0,-3.1883,559533.0
11,0,Scotland,0.0,-3.1883,559533.0
12,0,Scotland,0.0,-3.1883,559533.0
1,5,Senegal,46270.0,-17.29,14.34
2,4,Senegal,7620.0,-17.29,14.34
3,4,Senegal,5370.0,-17.29,14.34
4,4,Senegal,4190.0,-17.29,14.34
5,4,Senegal,7910.0,-17.29,14.34
6,4,Senegal,7820.0,-17.29,14.34
7,5,Senegal,18240.0,-17.29,14.34
8,5,Senegal,11430.0,-17.29,14.34
9,4,Senegal,9500.0,-17.29,14.34
10,4,Senegal,7380.0,-17.29,14.34
11,4,Senegal,5470.0,-17.29,14.34
12,4,Senegal,7250.0,-17.29,14.34
1,7,Serbia,3312600.0,20.37,44.5
2,7,Serbia,1143220.0,20.37,44.5
3,6,Serbia,732660.0,20.37,44.5
4,6,Serbia,521830.0,20.37,44.5
5,6,Serbia,447470.0,20.37,44.5
6,6,Serbia,456660.0,20.37,44.5
7,7,Serbia,1136360.0,20.37,44.5
8,7,Serbia,1256460.0,20.37,44.5
9,6,Serbia,819870.0,20.37,44.5
10,6,Serbia,577720.0,20.37,44.5
11,6,Serbia,380660.0,20.37,44.5
12,6,Serbia,770020.0,20.37,44.5
1,4,Sierra Leone,1820.0,-13.17,8.3
2,3,Sierra Leone,850.0,-13.17,8.3
3,3,Sierra Leone,490.0,-13.17,8.3
4,3,Sierra Leone,580.0,-13.17,8.3
5,3,Sierra Leone,410.0,-13.17,8.3
6,3,Sierra Leone,630.0,-13.17,8.3
7,3,Sierra Leone,530.0,-13.17,8.3
8,3,Sierra Leone,440.0,-13.17,8.3
9,3,Sierra Leone,520.0,-13.17,8.3
10,3,Sierra Leone,230.0,-13.17,8.3
11,2,Sierra Leone,20.0,-13.17,8.3
12,3,Sierra Leone,440.0,-13.17,8.3
1,7,Singapore,1303790.0,103.8198,1.3521
2,7,Singapore,3314480.0,103.8198,1.3521
3,7,Singapore,2131140.0,103.8198,1.3521
4,7,Singapore,1148760.0,103.8198,1.3521
5,7,Singapore,1357310.0,103.8198,1.3521
6,7,Singapore,1655070.0,103.8198,1.3521
7,7,Singapore,2402770.0,103.8198,1.3521
8,7,Singapore,1033620.0,103.8198,1.3521
9,7,Singapore,1338510.0,103.8198,1.3521
10,7,Singapore,1802250.0,103.8198,1.3521
11,6,Singapore,859140.0,103.8198,1.3521
12,6,Singapore,881250.0,103.8198,1.3521
1,7,Slovakia,2149240.0,17.07,48.1
2,7,Slovakia,3269910.0,17.07,48.1
3,7,Slovakia,2180610.0,17.07,48.1
4,6,Slovakia,810780.0,17.07,48.1
5,6,Slovakia,571770.0,17.07,48.1
6,6,Slovakia,474300.0,17.07,48.1
7,6,Slovakia,499480.0,17.07,48.1
8,6,Slovakia,503830.0,17.07,48.1
9,6,Slovakia,898590.0,17.07,48.1
10,6,Slovakia,573650.0,17.07,48.1
11,6,Slovakia,473990.0,17.07,48.1
12,6,Slovakia,499070.0,17.07,48.1
1,7,Slovenia,2318050.0,14.33,46.04
2,6,Slovenia,846630.0,14.33,46.04
3,6,Slovenia,798730.0,14.33,46.04
4,6,Slovenia,482980.0,14.33,46.04
5,6,Slovenia,379820.0,14.33,46.04
6,6,Slovenia,376640.0,14.33,46.04
7,6,Slovenia,533620.0,14.33,46.04
8,6,Slovenia,563060.0,14.33,46.04
9,6,Slovenia,625390.0,14.33,46.04
10,6,Slovenia,510630.0,14.33,46.04
11,6,Slovenia,401110.0,14.33,46.04
12,6,Slovenia,597280.0,14.33,46.04
1,5,Solomon Islands,56240.0,159.57,-9.27
2,5,Solomon Islands,34280.0,159.57,-9.27
3,5,Solomon Islands,31690.0,159.57,-9.27
4,5,Solomon Islands,27730.0,159.57,-9.27
5,5,Solomon Islands,19930.0,159.57,-9.27
6,4,Solomon Islands,3970.0,159.57,-9.27
7,4,Solomon Islands,8020.0,159.57,-9.27
8,0,Solomon Islands,0.0,159.57,-9.27
9,4,Solomon Islands,8170.0,159.57,-9.27
10,5,Solomon Islands,21410.0,159.57,-9.27
11,5,Solomon Islands,31300.0,159.57,-9.27
12,4,Solomon Islands,2800.0,159.57,-9.27
1,5,Somalia,19070.0,45.25,2.02
2,4,Somalia,1160.0,45.25,2.02
3,3,Somalia,120.0,45.25,2.02
4,3,Somalia,140.0,45.25,2.02
5,4,Somalia,8370.0,45.25,2.02
6,4,Somalia,2380.0,45.25,2.02
7,4,Somalia,2530.0,45.25,2.02
8,3,Somalia,760.0,45.25,2.02
9,4,Somalia,1940.0,45.25,2.02
10,3,Somalia,350.0,45.25,2.02
11,3,Somalia,860.0,45.25,2.02
12,0,Somalia,0.0,45.25,2.02
1,6,South Africa,875050.0,28.12,-25.44
2,6,South Africa,516680.0,28.12,-25.44
3,6,South Africa,453840.0,28.12,-25.44
4,6,South Africa,762740.0,28.12,-25.44
5,7,South Africa,1198230.0,28.12,-25.44
6,6,South Africa,396120.0,28.12,-25.44
7,6,South Africa,360010.0,28.12,-25.44
8,6,South Africa,257870.0,28.12,-25.44
9,6,South Africa,246680.0,28.12,-25.44
10,6,South Africa,247440.0,28.12,-25.44
11,6,South Africa,326130.0,28.12,-25.44
12,6,South Africa,268370.0,28.12,-25.44
1,8,South Korea,10656730.0,126.58,37.31
2,8,South Korea,27667860.0,126.58,37.31
3,8,South Korea,75975650.0,126.58,37.31
4,8,South Korea,23255140.0,126.58,37.31
5,8,South Korea,13693040.0,126.58,37.31
6,7,South Korea,9848960.0,126.58,37.31
7,8,South Korea,20143480.0,126.58,37.31
8,8,South Korea,30874760.0,126.58,37.31
9,8,South Korea,16470360.0,126.58,37.31
10,8,South Korea,13486570.0,126.58,37.31
11,8,South Korea,19718060.0,126.58,37.31
12,8,South Korea,23024860.0,126.58,37.31
1,4,South Sudan,4940.0,31.5713,4.8594
2,4,South Sudan,6760.0,31.5713,4.8594
3,4,South Sudan,2300.0,31.5713,4.8594
4,4,South Sudan,6530.0,31.5713,4.8594
5,4,South Sudan,2200.0,31.5713,4.8594
6,4,South Sudan,1710.0,31.5713,4.8594
7,4,South Sudan,1610.0,31.5713,4.8594
8,3,South Sudan,270.0,31.5713,4.8594
9,3,South Sudan,340.0,31.5713,4.8594
10,4,South Sudan,2500.0,31.5713,4.8594
11,4,South Sudan,1790.0,31.5713,4.8594
12,3,South Sudan,310.0,31.5713,4.8594
1,8,Spain,24877230.0,-3.45,40.25
2,7,Spain,5265580.0,-3.45,40.25
3,7,Spain,8549270.0,-3.45,40.25
4,7,Spain,4001020.0,-3.45,40.25
5,7,Spain,5236410.0,-3.45,40.25
6,7,Spain,3169670.0,-3.45,40.25
7,7,Spain,7140590.0,-3.45,40.25
8,7,Spain,2478180.0,-3.45,40.25
9,7,Spain,2310670.0,-3.45,40.25
10,7,Spain,4803470.0,-3.45,40.25
11,7,Spain,2619330.0,-3.45,40.25
12,7,Spain,3460060.0,-3.45,40.25
1,5,Sudan,91610.0,32.35,15.31
2,5,Sudan,23620.0,32.35,15.31
3,4,Sudan,5930.0,32.35,15.31
4,4,Sudan,9530.0,32.35,15.31
5,4,Sudan,2790.0,32.35,15.31
6,4,Sudan,4170.0,32.35,15.31
7,4,Sudan,6540.0,32.35,15.31
8,4,Sudan,3500.0,32.35,15.31
9,3,Sudan,870.0,32.35,15.31
10,5,Sudan,11480.0,32.35,15.31
11,4,Sudan,6630.0,32.35,15.31
12,4,Sudan,5010.0,32.35,15.31
1,6,Suriname,134280.0,-55.1,5.5
2,5,Suriname,21130.0,-55.1,5.5
3,5,Suriname,17010.0,-55.1,5.5
4,5,Suriname,13460.0,-55.1,5.5
5,5,Suriname,16690.0,-55.1,5.5
6,5,Suriname,10090.0,-55.1,5.5
7,5,Suriname,13680.0,-55.1,5.5
8,4,Suriname,9920.0,-55.1,5.5
9,4,Suriname,7110.0,-55.1,5.5
10,5,Suriname,19340.0,-55.1,5.5
11,5,Suriname,16400.0,-55.1,5.5
12,5,Suriname,12240.0,-55.1,5.5
1,7,Sweden,6918540.0,18.03,59.2
2,6,Sweden,877170.0,18.03,59.2
3,6,Sweden,637050.0,18.03,59.2
4,6,Sweden,880210.0,18.03,59.2
5,6,Sweden,227410.0,18.03,59.2
6,6,Sweden,209810.0,18.03,59.2
7,6,Sweden,660270.0,18.03,59.2
8,6,Sweden,965880.0,18.03,59.2
9,6,Sweden,368080.0,18.03,59.2
10,6,Sweden,332330.0,18.03,59.2
11,6,Sweden,941670.0,18.03,59.2
12,6,Sweden,582360.0,18.03,59.2
1,7,Switzerland,6993650.0,7.28,46.57
2,7,Switzerland,3524550.0,7.28,46.57
3,7,Switzerland,5395820.0,7.28,46.57
4,7,Switzerland,1554030.0,7.28,46.57
5,7,Switzerland,1243730.0,7.28,46.57
6,7,Switzerland,1398110.0,7.28,46.57
7,7,Switzerland,2526090.0,7.28,46.57
8,7,Switzerland,1244310.0,7.28,46.57
9,7,Switzerland,1290970.0,7.28,46.57
10,7,Switzerland,2023960.0,7.28,46.57
11,7,Switzerland,1756460.0,7.28,46.57
12,7,Switzerland,1717330.0,7.28,46.57
1,5,Syria,11340.0,36.18,33.3
2,5,Syria,22120.0,36.18,33.3
3,4,Syria,6050.0,36.18,33.3
4,4,Syria,3150.0,36.18,33.3
5,4,Syria,2500.0,36.18,33.3
6,4,Syria,2350.0,36.18,33.3
7,4,Syria,4350.0,36.18,33.3
8,4,Syria,7460.0,36.18,33.3
9,4,Syria,3950.0,36.18,33.3
10,4,Syria,2900.0,36.18,33.3
11,4,Syria,2890.0,36.18,33.3
12,4,Syria,2390.0,36.18,33.3
1,7,Taiwan,2862370.0,121.5654,25033
2,7,Taiwan,2610620.0,121.5654,25033
3,7,Taiwan,2859110.0,121.5654,25033
4,7,Taiwan,3547770.0,121.5654,25033
5,8,Taiwan,17271830.0,121.5654,25033
6,8,Taiwan,11425400.0,121.5654,25033
7,7,Taiwan,7181420.0,121.5654,25033
8,7,Taiwan,7077110.0,121.5654,25033
9,8,Taiwan,11259510.0,121.5654,25033
10,7,Taiwan,9913140.0,121.5654,25033
11,7,Taiwan,5851590.0,121.5654,25033
12,7,Taiwan,6443440.0,121.5654,25033
1,4,Tajikistan,2230.0,68.48,38.33
2,3,Tajikistan,290.0,68.48,38.33
3,2,Tajikistan,50.0,68.48,38.33
4,2,Tajikistan,40.0,68.48,38.33
5,0,Tajikistan,0.0,68.48,38.33
6,0,Tajikistan,0.0,68.48,38.33
7,3,Tajikistan,120.0,68.48,38.33
8,2,Tajikistan,40.0,68.48,38.33
9,2,Tajikistan,40.0,68.48,38.33
10,2,Tajikistan,60.0,68.48,38.33
11,2,Tajikistan,60.0,68.48,38.33
12,0,Tajikistan,0.0,68.48,38.33
1,5,Tanzania,28000.0,35.45,-6.08
2,4,Tanzania,1840.0,35.45,-6.08
3,4,Tanzania,4440.0,35.45,-6.08
4,3,Tanzania,210.0,35.45,-6.08
5,5,Tanzania,15700.0,35.45,-6.08
6,4,Tanzania,5640.0,35.45,-6.08
7,5,Tanzania,15530.0,35.45,-6.08
8,4,Tanzania,5070.0,35.45,-6.08
9,4,Tanzania,5840.0,35.45,-6.08
10,5,Tanzania,21610.0,35.45,-6.08
11,4,Tanzania,9100.0,35.45,-6.08
12,5,Tanzania,17470.0,35.45,-6.08
1,7,Thailand,2298250.0,100.35,13.45
2,7,Thailand,3951800.0,100.35,13.45
3,7,Thailand,5484850.0,100.35,13.45
4,7,Thailand,4090020.0,100.35,13.45
5,7,Thailand,1832430.0,100.35,13.45
6,7,Thailand,1197480.0,100.35,13.45
7,7,Thailand,1230680.0,100.35,13.45
8,7,Thailand,1130740.0,100.35,13.45
9,6,Thailand,975310.0,100.35,13.45
10,6,Thailand,956660.0,100.35,13.45
11,7,Thailand,1023460.0,100.35,13.45
12,6,Thailand,905470.0,100.35,13.45
1,4,Timor,2740.0,125.34,-8.29
2,5,Timor,12360.0,125.34,-8.29
3,4,Timor,1040.0,125.34,-8.29
4,3,Timor,970.0,125.34,-8.29
5,4,Timor,1490.0,125.34,-8.29
6,4,Timor,1420.0,125.34,-8.29
7,4,Timor,1660.0,125.34,-8.29
8,4,Timor,3650.0,125.34,-8.29
9,4,Timor,2620.0,125.34,-8.29
10,4,Timor,2780.0,125.34,-8.29
11,4,Timor,2890.0,125.34,-8.29
12,4,Timor,1920.0,125.34,-8.29
1,5,Togo,15020.0,1.2,6.09
2,5,Togo,12720.0,1.2,6.09
3,4,Togo,4130.0,1.2,6.09
4,4,Togo,4020.0,1.2,6.09
5,4,Togo,9970.0,1.2,6.09
6,4,Togo,8310.0,1.2,6.09
7,5,Togo,10650.0,1.2,6.09
8,4,Togo,6480.0,1.2,6.09
9,4,Togo,4670.0,1.2,6.09
10,4,Togo,6720.0,1.2,6.09
11,4,Togo,3780.0,1.2,6.09
12,4,Togo,5330.0,1.2,6.09
1,4,Tonga,2210.0,-174.0,-21.1
2,5,Tonga,15620.0,-174.0,-21.1
3,5,Tonga,54010.0,-174.0,-21.1
4,5,Tonga,18150.0,-174.0,-21.1
5,5,Tonga,13060.0,-174.0,-21.1
6,4,Tonga,8060.0,-174.0,-21.1
7,4,Tonga,8750.0,-174.0,-21.1
8,5,Tonga,22020.0,-174.0,-21.1
9,4,Tonga,1810.0,-174.0,-21.1
10,4,Tonga,1920.0,-174.0,-21.1
11,5,Tonga,12130.0,-174.0,-21.1
12,4,Tonga,4360.0,-174.0,-21.1
1,6,Trinidad and Tobago,157240.0,-61.5086,10.6603
2,6,Trinidad and Tobago,104690.0,-61.5086,10.6603
3,5,Trinidad and Tobago,78770.0,-61.5086,10.6603
4,6,Trinidad and Tobago,104510.0,-61.5086,10.6603
5,6,Trinidad and Tobago,115540.0,-61.5086,10.6603
6,5,Trinidad and Tobago,67130.0,-61.5086,10.6603
7,5,Trinidad and Tobago,64190.0,-61.5086,10.6603
8,5,Trinidad and Tobago,77980.0,-61.5086,10.6603
9,5,Trinidad and Tobago,49290.0,-61.5086,10.6603
10,5,Trinidad and Tobago,44770.0,-61.5086,10.6603
11,5,Trinidad and Tobago,38920.0,-61.5086,10.6603
12,5,Trinidad and Tobago,38310.0,-61.5086,10.6603
1,7,Tunisia,1632370.0,10.11,36.5
2,6,Tunisia,349010.0,10.11,36.5
3,6,Tunisia,270290.0,10.11,36.5
4,6,Tunisia,103200.0,10.11,36.5
5,6,Tunisia,149480.0,10.11,36.5
6,6,Tunisia,301680.0,10.11,36.5
7,6,Tunisia,467150.0,10.11,36.5
8,6,Tunisia,237590.0,10.11,36.5
9,5,Tunisia,86050.0,10.11,36.5
10,6,Tunisia,107800.0,10.11,36.5
11,6,Tunisia,107630.0,10.11,36.5
12,6,Tunisia,402130.0,10.11,36.5
1,8,Turkey,16382700.0,32.54,39.57
2,8,Turkey,15490510.0,32.54,39.57
3,7,Turkey,5383580.0,32.54,39.57
4,7,Turkey,3805290.0,32.54,39.57
5,7,Turkey,2389960.0,32.54,39.57
6,7,Turkey,6475420.0,32.54,39.57
7,7,Turkey,9141370.0,32.54,39.57
8,7,Turkey,5993710.0,32.54,39.57
9,7,Turkey,2562010.0,32.54,39.57
10,7,Turkey,2239130.0,32.54,39.57
11,7,Turkey,2354860.0,32.54,39.57
12,7,Turkey,2152340.0,32.54,39.57
1,0,Turkmenistan,0.0,57.5,38.0
2,0,Turkmenistan,0.0,57.5,38.0
3,0,Turkmenistan,0.0,57.5,38.0
4,0,Turkmenistan,0.0,57.5,38.0
5,0,Turkmenistan,0.0,57.5,38.0
6,0,Turkmenistan,0.0,57.5,38.0
7,0,Turkmenistan,0.0,57.5,38.0
8,0,Turkmenistan,0.0,57.5,38.0
9,0,Turkmenistan,0.0,57.5,38.0
10,0,Turkmenistan,0.0,57.5,38.0
11,0,Turkmenistan,0.0,57.5,38.0
12,0,Turkmenistan,0.0,57.5,38.0
1,0,Tuvalu,0.0,179.13,-8.31
2,0,Tuvalu,0.0,179.13,-8.31
3,0,Tuvalu,0.0,179.13,-8.31
4,0,Tuvalu,0.0,179.13,-8.31
5,4,Tuvalu,1430.0,179.13,-8.31
6,0,Tuvalu,0.0,179.13,-8.31
7,0,Tuvalu,0.0,179.13,-8.31
8,3,Tuvalu,170.0,179.13,-8.31
9,4,Tuvalu,3030.0,179.13,-8.31
10,2,Tuvalu,30.0,179.13,-8.31
11,5,Tuvalu,23620.0,179.13,-8.31
12,0,Tuvalu,0.0,179.13,-8.31
1,5,Uganda,78390.0,32.3,0.2
2,5,Uganda,28750.0,32.3,0.2
3,5,Uganda,19450.0,32.3,0.2
4,5,Uganda,11520.0,32.3,0.2
5,5,Uganda,21250.0,32.3,0.2
6,5,Uganda,46920.0,32.3,0.2
7,5,Uganda,11050.0,32.3,0.2
8,5,Uganda,26360.0,32.3,0.2
9,5,Uganda,13220.0,32.3,0.2
10,5,Uganda,12010.0,32.3,0.2
11,5,Uganda,13330.0,32.3,0.2
12,5,Uganda,10230.0,32.3,0.2
1,7,Ukraine,4158920.0,30.28,50.3
2,7,Ukraine,4119180.0,30.28,50.3
3,7,Ukraine,1347190.0,30.28,50.3
4,6,Ukraine,720680.0,30.28,50.3
5,6,Ukraine,678600.0,30.28,50.3
6,7,Ukraine,1016830.0,30.28,50.3
7,6,Ukraine,443200.0,30.28,50.3
8,6,Ukraine,768570.0,30.28,50.3
9,7,Ukraine,1656090.0,30.28,50.3
10,7,Ukraine,1739470.0,30.28,50.3
11,6,Ukraine,845180.0,30.28,50.3
12,6,Ukraine,661150.0,30.28,50.3
1,6,United Arab Emirates,624380.0,54.22,24.28
2,6,United Arab Emirates,230720.0,54.22,24.28
3,6,United Arab Emirates,165970.0,54.22,24.28
4,6,United Arab Emirates,145140.0,54.22,24.28
5,6,United Arab Emirates,168700.0,54.22,24.28
6,6,United Arab Emirates,382310.0,54.22,24.28
